human_ensembl_gene_id,human_accession,hgnc_symbol,mouse_ensembl_gene_id,external_gene_name,mouse_accession
ENSG00000086570,Q9NYQ8,FAT2,ENSMUSG00000055333,Fat2,Q5F226
ENSG00000089775,P24278,ZBTB25,ENSMUSG00000056459,Zbtb25,"['G3UW50', 'H3BLJ8', 'H3BKL0', 'H3BKN3']"
ENSG00000089847,Q8TF21,ANKRD24,ENSMUSG00000054708,Ankrd24,Q80VM7
ENSG00000096696,P15924,DSP,ENSMUSG00000054889,Dsp,E9Q557
ENSG00000099840,Q1ZYL8,IZUMO4,ENSMUSG00000055862,Izumo4,D3Z690
ENSG00000100201,Q92841,DDX17,ENSMUSG00000055065,Ddx17,Q501J6
ENSG00000100393,Q09472,EP300,ENSMUSG00000055024,Ep300,B2RWS6
ENSG00000100532,Q99675,CGRRF1,ENSMUSG00000055128,Cgrrf1,Q8BMJ7
ENSG00000101574,Q8N3J2,METTL4,ENSMUSG00000055660,Mettl4,Q3U034
ENSG00000103343,Q15697,ZNF174,ENSMUSG00000054939,Zfp174,B9EJW5
ENSG00000103363,Q15370,ELOB,ENSMUSG00000055839,Elob,P62869
ENSG00000103546,P23975,SLC6A2,ENSMUSG00000055368,Slc6a2,O55192
ENSG00000104529,P29692,EEF1D,ENSMUSG00000055762,Eef1d,"['A0A0R4J1E2', 'D3Z7N2', 'Q9CVV2', 'E9PUM6', 'D3Z356', 'D3YZT9', 'D3YUQ9', 'D3YY68', 'F6ZFU0', 'E9QN08', 'Q91VK2', 'A0A0R4J1L2', 'Q80T06']"
ENSG00000104537,P27216,ANXA13,ENSMUSG00000055114,Anxa13,Q99JG3
ENSG00000105486,P18858,LIG1,ENSMUSG00000056394,Lig1,"['Q8R055', 'E9PV36']"
ENSG00000105669,O14579,COPE,ENSMUSG00000055681,Cope,O89079
ENSG00000105767,Q8NFZ8,CADM4,ENSMUSG00000054793,Cadm4,Q8R464
ENSG00000105963,O75689,ADAP1,ENSMUSG00000056413,Adap1,E9PY16
ENSG00000106263,P55884,EIF3B,ENSMUSG00000056076,Eif3b,Q8JZQ9
ENSG00000106526,Q9C0K3,ACTR3C,ENSMUSG00000056367,Actr3b,Q641P0
ENSG00000133627,Q9P1U1,ACTR3B,ENSMUSG00000056367,Actr3b,Q641P0
ENSG00000106701,Q9BXM9,FSD1L,ENSMUSG00000054752,Fsd1l,Q8BYN5
ENSG00000106771,Q9H330,TMEM245,ENSMUSG00000055296,Tmem245,B1AZA5
ENSG00000107438,O00151,PDLIM1,ENSMUSG00000055044,Pdlim1,O70400
ENSG00000107518,Q5VV63,ATRNL1,ENSMUSG00000054843,Atrnl1,Q6A051
ENSG00000107651,Q9Y6Y8,SEC23IP,ENSMUSG00000055319,Sec23ip,"['A0A0U1RP39', 'A0A0U1RPB3', 'G3X928']"
ENSG00000107833,O75607,NPM3,ENSMUSG00000056209,Npm3,Q9CPP0
ENSG00000109061,P12882,MYH1,ENSMUSG00000056328,Myh1,Q5SX40
ENSG00000109189,P62068,USP46,ENSMUSG00000054814,Usp46,P62069
ENSG00000109790,Q96PQ7,KLHL5,ENSMUSG00000054920,Klhl5,"['A0A0G2JEQ1', 'E9QA66', 'E9Q1L2', 'Q6PFE1']"
ENSG00000111537,P01579,IFNG,ENSMUSG00000055170,Ifng,P01580
ENSG00000111605,Q16630,CPSF6,ENSMUSG00000055531,Cpsf6,Q6NVF9
ENSG00000112137,Q9C0D0,PHACTR1,ENSMUSG00000054728,Phactr1,Q2M3X8
ENSG00000112425,O95278,EPM2A,ENSMUSG00000055493,Epm2a,Q9WUA5
ENSG00000112964,P10912,GHR,ENSMUSG00000055737,Ghr,P16882
ENSG00000114107,Q8NHQ1,CEP70,ENSMUSG00000056267,Cep70,Q6IQY5
ENSG00000188070,C9JLR9,ZFTA,ENSMUSG00000053080,Zfta,Q4VA45
ENSG00000188394,Q99679,GPR21,ENSMUSG00000053164,Gpr21,Q8BX79
ENSG00000188735,A0PK00,TMEM120B,ENSMUSG00000054434,Tmem120b,Q3TA38
ENSG00000188895,Q68DK7,MSL1,ENSMUSG00000052915,Msl1,Q6PDM1
ENSG00000196090,O14522,PTPRT,ENSMUSG00000053141,Ptprt,Q99M80
ENSG00000196104,Q9BQ16,SPOCK3,ENSMUSG00000054162,Spock3,Q8BKV0
ENSG00000196313,Q96HA1,POM121,ENSMUSG00000053293,Pom121,Q8K3Z9
ENSG00000272391,A8CG34,POM121C,ENSMUSG00000053293,Pom121,Q8K3Z9
ENSG00000196628,P15884,TCF4,ENSMUSG00000053477,Tcf4,Q60722
ENSG00000196639,P35367,HRH1,ENSMUSG00000053004,Hrh1,P70174
ENSG00000197446,P24903,CYP2F1,ENSMUSG00000052974,Cyp2f2,P33267
ENSG00000197540,P51124,GZMM,ENSMUSG00000054206,Gzmm,O08643
ENSG00000198625,O15151,MDM4,ENSMUSG00000054387,Mdm4,O35618
ENSG00000198663,Q6UWU4,C6orf89,ENSMUSG00000052712,BC004004,Q99KU6
ENSG00000198680,Q2TAM9,TUSC1,ENSMUSG00000054000,Tusc1,Q673H1
ENSG00000198844,O94989,ARHGEF15,ENSMUSG00000052921,Arhgef15,Q5FWH6
ENSG00000198855,Q9BVA6,FICD,ENSMUSG00000053334,Ficd,Q8BIX9
ENSG00000203685,Q69YW2,STUM,ENSMUSG00000053963,Stum,Q0VBF8
ENSG00000213190,Q13015,MLLT11,ENSMUSG00000053192,Mllt11,P97783
ENSG00000214022,Q9BWE0,REPIN1,ENSMUSG00000052751,Repin1,Q5U4E2
ENSG00000215218,A1L167,UBE2QL1,ENSMUSG00000052981,Ube2ql1,E9QMD2
ENSG00000217555,Q9UBR5,CKLF,ENSMUSG00000054400,Cklf,Q9DAS1
ENSG00000225830,Q03468,ERCC6,ENSMUSG00000054051,Ercc6,F8VPZ5
ENSG00000225830,P0DP91,ERCC6,ENSMUSG00000054051,Ercc6,F8VPZ5
ENSG00000239305,O00237,RNF103,ENSMUSG00000052656,Rnf103,Q9R1W3
ENSG00000242247,Q9NP61,ARFGAP3,ENSMUSG00000054277,Arfgap3,Q9D8S3
ENSG00000248385,B6A8C7,TARM1,ENSMUSG00000053338,Tarm1,B6A8R8
ENSG00000254685,O14772,FPGT,ENSMUSG00000053870,Fpgt,G5E8F4
ENSG00000256806,A8MU93,C17orf100,ENSMUSG00000053574,4930563E22Rik,Q8BGJ3
ENSG00000258986,Q6ZVK1,TMEM179,ENSMUSG00000054013,Tmem179,Q8BHH9
ENSG00000266472,P82921,MRPS21,ENSMUSG00000054312,Mrps21,P58059
ENSG00000276600,Q96AH8,RAB7B,ENSMUSG00000052688,Rab7b,Q8VEA8
ENSG00000113739,O76061,STC2,ENSMUSG00000020303,Stc2,O88452
ENSG00000113742,Q17RY0,CPEB4,ENSMUSG00000020300,Cpeb4,Q7TN98
ENSG00000115137,Q9NZQ0,DNAJC27,ENSMUSG00000020657,Dnajc27,Q8CFP6
ENSG00000115138,P01189,POMC,ENSMUSG00000020660,Pomc,P01193
ENSG00000115239,Q9Y575,ASB3,ENSMUSG00000020305,Asb3,Q9WV72
ENSG00000115286,O75251,NDUFS7,ENSMUSG00000020153,Ndufs7,Q9DC70
ENSG00000115306,Q01082,SPTBN1,ENSMUSG00000020315,Sptbn1,Q62261
ENSG00000115310,Q9NQC3,RTN4,ENSMUSG00000020458,Rtn4,Q99P72
ENSG00000115380,Q12805,EFEMP1,ENSMUSG00000020467,Efemp1,Q8BPB5
ENSG00000115421,Q9BWT3,PAPOLG,ENSMUSG00000020273,Papolg,Q6PCL9
ENSG00000115738,Q02363,ID2,ENSMUSG00000020644,Id2,P41136
ENSG00000115884,P18827,SDC1,ENSMUSG00000020592,Sdc1,P18828
ENSG00000118960,Q53T59,HS1BP3,ENSMUSG00000020605,Hs1bp3,Q3TC93
ENSG00000119048,P63146,UBE2B,ENSMUSG00000020390,Ube2b,P63147
ENSG00000119771,Q96CT2,KLHL29,ENSMUSG00000020627,Klhl29,Q80T74
ENSG00000119772,Q9Y6K1,DNMT3A,ENSMUSG00000020661,Dnmt3a,O88508
ENSG00000119782,P68106,FKBP1B,ENSMUSG00000020635,Fkbp1b,Q9Z2I2
ENSG00000120063,Q14344,GNA13,ENSMUSG00000020611,Gna13,P27601
ENSG00000120820,Q9H1C3,GLT8D2,ENSMUSG00000020251,Glt8d2,Q640P4
ENSG00000120837,P25208,NFYB,ENSMUSG00000020248,Nfyb,P63139
ENSG00000122678,Q9NP87,POLM,ENSMUSG00000020474,Polm,Q9JIW4
ENSG00000123643,Q7Z2H8,SLC36A1,ENSMUSG00000020261,Slc36a1,Q8K4D3
ENSG00000124334,Q01113,IL9R,ENSMUSG00000020279,Il9r,Q01114
ENSG00000125912,Q969V3,NCLN,ENSMUSG00000020238,Ncln,Q8VCM8
ENSG00000127022,P27824,CANX,ENSMUSG00000020368,Canx,P35564
ENSG00000127311,Q8NG08,HELB,ENSMUSG00000020228,Helb,Q6NVF4
ENSG00000127325,Q8N1M1,BEST3,ENSMUSG00000020169,Best3,Q6H1V1
ENSG00000127329,P23467,PTPRB,ENSMUSG00000020154,Ptprb,B2RU80
ENSG00000127337,O95619,YEATS4,ENSMUSG00000020171,Yeats4,Q9CR11
ENSG00000127540,O14957,UQCR11,ENSMUSG00000020163,Uqcr11,Q9CPX8
ENSG00000128271,P29274,ADORA2A,ENSMUSG00000020178,Adora2a,Q60613
ENSG00000130005,Q14353,GAMT,ENSMUSG00000020150,Gamt,O35969
ENSG00000130508,Q92626,PXDN,ENSMUSG00000020674,Pxdn,Q3UQ28
ENSG00000131435,P50479,PDLIM4,ENSMUSG00000020388,Pdlim4,P70271
ENSG00000131446,P26572,MGAT1,ENSMUSG00000020346,Mgat1,P27808
ENSG00000131459,O94808,GFPT2,ENSMUSG00000020363,Gfpt2,Q9Z2Z9
ENSG00000131899,Q15334,LLGL1,ENSMUSG00000020536,Llgl1,Q80Y17
ENSG00000132141,Q92526,CCT6B,ENSMUSG00000020698,Cct6b,Q61390
ENSG00000132437,P20711,DDC,ENSMUSG00000020182,Ddc,O88533
ENSG00000134317,Q9NZI5,GRHL1,ENSMUSG00000020656,Grhl1,Q921D9
ENSG00000134318,O75116,ROCK2,ENSMUSG00000020580,Rock2,"['A0A1Y7VMN0', 'F8VPK5', 'A0A1Y7VLD1']"
ENSG00000134321,Q8WXG1,RSAD2,ENSMUSG00000020641,Rsad2,Q8CBB9
ENSG00000134324,Q14693,LPIN1,ENSMUSG00000020593,Lpin1,"['A0A5F8MPG1', 'A0A5F8MQ53', 'A0A1Y7VLN4', 'E9QKQ5', 'A0A1Y7VJ01']"
ENSG00000134326,Q5EBM0,CMPK2,ENSMUSG00000020638,Cmpk2,Q3U5Q7
ENSG00000135077,Q8TDQ0,HAVCR2,ENSMUSG00000020399,Havcr2,Q8VIM0
ENSG00000135678,P14384,CPM,ENSMUSG00000020183,Cpm,Q80V42
ENSG00000135679,Q00987,MDM2,ENSMUSG00000020184,Mdm2,P23804
ENSG00000136010,Q3SY69,ALDH1L2,ENSMUSG00000020256,Aldh1l2,Q8K009
ENSG00000136044,Q8NEU8,APPL2,ENSMUSG00000020263,Appl2,Q8K3G9
ENSG00000136205,Q68CZ2,TNS3,ENSMUSG00000020422,Tns3,Q5SSZ5
ENSG00000136261,Q9Y6E2,BZW2,ENSMUSG00000020547,Bzw2,Q91VK1
ENSG00000136273,O60921,HUS1,ENSMUSG00000020413,Hus1,Q8BQY8
ENSG00000136279,Q9UJU6,DBNL,ENSMUSG00000020476,Dbnl,Q62418
ENSG00000136286,B0I1T2,MYO1G,ENSMUSG00000020437,Myo1g,Q5SUA5
ENSG00000138031,O60266,ADCY3,ENSMUSG00000020654,Adcy3,Q8VHH7
ENSG00000138035,Q8TCS8,PNPT1,ENSMUSG00000020464,Pnpt1,Q8K1R3
ENSG00000138069,P62820,RAB1A,ENSMUSG00000020149,Rab1a,P62821
ENSG00000138071,P61160,ACTR2,ENSMUSG00000020152,Actr2,P61161
ENSG00000138092,Q9BU64,CENPO,ENSMUSG00000020652,Cenpo,Q8K015
ENSG00000138942,Q96GF1,RNF185,ENSMUSG00000020448,Rnf185,Q91YT2
ENSG00000139233,Q9BRT6,LLPH,ENSMUSG00000020224,Llph,Q9D945
ENSG00000139289,Q8WV24,PHLDA1,ENSMUSG00000020205,Phlda1,Q62392
ENSG00000141052,Q8IZQ8,MYOCD,ENSMUSG00000020542,Myocd,Q8VIM5
ENSG00000141127,O60256,PRPSAP2,ENSMUSG00000020528,Prpsap2,Q8R574
ENSG00000141179,Q9UKL6,PCTP,ENSMUSG00000020553,Pctp,Q5SV41
ENSG00000141198,O75674,TOM1L1,ENSMUSG00000020541,Tom1l1,Q923U0
ENSG00000141337,Q96EG1,ARSG,ENSMUSG00000020604,Arsg,Q3TYD4
ENSG00000141338,O94911,ABCA8,ENSMUSG00000020620,Abca8b,Q8K440
ENSG00000141933,Q6ZTW0,TPGS1,ENSMUSG00000020308,Tpgs1,Q99MS8
ENSG00000141959,P17858,PFKL,ENSMUSG00000020277,Pfkl,P12382
ENSG00000142173,P12110,COL6A2,ENSMUSG00000020241,Col6a2,Q02788
ENSG00000143774,Q16774,GUK1,ENSMUSG00000020444,Guk1,Q64520
ENSG00000143793,Q9BU76,C1orf35,ENSMUSG00000020441,2310033P09Rik,Q99LX5
ENSG00000143797,Q6ZWT7,MBOAT2,ENSMUSG00000020646,Mboat2,Q8R3I2
ENSG00000143870,Q15084,PDIA6,ENSMUSG00000020571,Pdia6,"['Q3TML0', 'F7DBQ0']"
ENSG00000143942,Q8WUX2,CHAC2,ENSMUSG00000020309,Chac2,Q9CQG1
ENSG00000143947,P62979,RPS27A,ENSMUSG00000020460,Rps27a,P62983
ENSG00000143951,O95876,WDPCP,ENSMUSG00000020319,Wdpcp,Q8C456
ENSG00000143995,O00470,MEIS1,ENSMUSG00000020160,Meis1,Q60954
ENSG00000145901,Q15025,TNIP1,ENSMUSG00000020400,Tnip1,Q9WUU8
ENSG00000145936,Q16558,KCNMB1,ENSMUSG00000020155,Kcnmb1,Q5SQK1
ENSG00000146674,P17936,IGFBP3,ENSMUSG00000020427,Igfbp3,P47878
ENSG00000146678,P08833,IGFBP1,ENSMUSG00000020429,Igfbp1,P47876
ENSG00000146776,Q9ULK2,ATXN7L1,ENSMUSG00000020564,Atxn7l1,Q9CZ05
ENSG00000146872,Q86UE8,TLK2,ENSMUSG00000020694,Tlk2,O55047
ENSG00000151131,Q8N5I9,NOPCHAP1,ENSMUSG00000020255,Nopchap1,Q9CX66
ENSG00000151692,P50876,RNF144A,ENSMUSG00000020642,Rnf144a,Q925F3
ENSG00000151779,A2RRP1,NBAS,ENSMUSG00000020576,Nbas,E9Q411
ENSG00000152700,Q9Y6B6,SAR1B,ENSMUSG00000020386,Sar1b,Q9CQC9
ENSG00000153233,Q15256,PTPRR,ENSMUSG00000020151,Ptprr,Q62132
ENSG00000154370,Q96F44,TRIM11,ENSMUSG00000020455,Trim11,Q99PQ2
ENSG00000155508,Q9UFF9,CNOT8,ENSMUSG00000020515,Cnot8,Q9D8X5
ENSG00000155511,P42261,GRIA1,ENSMUSG00000020524,Gria1,P23818
ENSG00000155868,O43513,MED7,ENSMUSG00000020397,Med7,Q9CZB6
ENSG00000155957,Q9HC24,TMBIM4,ENSMUSG00000020225,Tmbim4,Q9DA39
ENSG00000156076,Q9Y5W5,WIF1,ENSMUSG00000020218,Wif1,Q9WUA1
ENSG00000159388,P78543,BTG2,ENSMUSG00000020423,Btg2,Q04211
ENSG00000159640,P12821,ACE,ENSMUSG00000020681,Ace,P09470
ENSG00000159873,Q8IWD4,CCDC117,ENSMUSG00000020482,Ccdc117,Q6PB51
ENSG00000160226,O43822,CFAP410,ENSMUSG00000020284,Cfap410,Q8C6G1
ENSG00000160305,Q14689,DIP2A,ENSMUSG00000020231,Dip2a,Q8BWT5
ENSG00000160310,P55345,PRMT2,ENSMUSG00000020230,Prmt2,"['Q3UID4', 'A0A1W2P6Z3', 'M0QW88', 'Q3UKX1']"
ENSG00000160953,Q2TAK8,PWWP3A,ENSMUSG00000020156,Pwwp3a,Q6DID5
ENSG00000161010,Q6NTE8,MRNIP,ENSMUSG00000020381,Mrnip,Q9D1F5
ENSG00000162714,Q96IT1,ZNF496,ENSMUSG00000020472,Zkscan17,Q5SXI5
ENSG00000126217,O15068,MCF2L,ENSMUSG00000031442,Mcf2l,"['D3Z3S7', 'A0A571BEU5', 'F6UKC6', 'F7BZ65', 'F6ZFQ8', 'F6WPM5', 'D3YUF3', 'G3UYM8', 'D3YUF4', 'G3UXP9', 'G3UX72', 'F6VR53', 'E9Q863', 'E9PXE1', 'E9QPM7', 'E9PY13', 'E9PY12', 'E9PXE2']"
ENSG00000126218,P00742,F10,ENSMUSG00000031444,F10,O88947
ENSG00000126231,P22891,PROZ,ENSMUSG00000031445,Proz,Q9CQW3
ENSG00000126768,O60830,TIMM17B,ENSMUSG00000031158,Timm17b,Q9Z0V7
ENSG00000127511,O75182,SIN3B,ENSMUSG00000031622,Sin3b,Q62141
ENSG00000129187,P32321,DCTD,ENSMUSG00000031562,Dctd,Q8K2D6
ENSG00000129675,Q15052,ARHGEF6,ENSMUSG00000031133,Arhgef6,Q8K4I3
ENSG00000129682,Q92913,FGF13,ENSMUSG00000031137,Fgf13,P70377
ENSG00000129691,Q9UBL3,ASH2L,ENSMUSG00000031575,Ash2l,Q91X20
ENSG00000129696,Q6NXR4,TTI2,ENSMUSG00000031577,Tti2,Q8BGV4
ENSG00000129744,P52961,ART1,ENSMUSG00000030996,Art1,Q60935
ENSG00000130052,Q92502,STARD8,ENSMUSG00000031216,Stard8,Q8K031
ENSG00000130224,Q5VUJ6,LRCH2,ENSMUSG00000031290,Lrch2,Q3UMG5
ENSG00000130598,P48788,TNNI2,ENSMUSG00000031097,Tnni2,P13412
ENSG00000130826,O60832,DKC1,ENSMUSG00000031403,Dkc1,Q9ESX5
ENSG00000130827,P51805,PLXNA3,ENSMUSG00000031398,Plxna3,P70208
ENSG00000130829,Q99956,DUSP9,ENSMUSG00000031383,Dusp9,Q7TNL7
ENSG00000130830,Q00013,MPP1,ENSMUSG00000031402,Mpp1,P70290
ENSG00000131171,O75368,SH3BGRL,ENSMUSG00000031246,Sh3bgrl,Q9JJU8
ENSG00000131174,P24311,COX7B,ENSMUSG00000031231,Cox7b,P56393
ENSG00000131264,O14627,CDX4,ENSMUSG00000031326,Cdx4,Q07424
ENSG00000131269,O75027,ABCB7,ENSMUSG00000031333,Abcb7,Q61102
ENSG00000131620,Q5XXA6,ANO1,ENSMUSG00000031075,Ano1,Q8BHY3
ENSG00000131828,P08559,PDHA1,ENSMUSG00000031299,Pdha1,P35486
ENSG00000133131,Q8TE76,MORC4,ENSMUSG00000031434,Morc4,Q8BMD7
ENSG00000133135,Q8TEB7,RNF128,ENSMUSG00000031438,Rnf128,Q9D304
ENSG00000133789,Q9UH65,SWAP70,ENSMUSG00000031015,Swap70,Q6A028
ENSG00000133872,Q96BY9,SARAF,ENSMUSG00000031532,Saraf,Q8R3Q0
ENSG00000134594,Q14088,RAB33A,ENSMUSG00000031104,Rab33a,P97950
ENSG00000134597,Q9Y388,RBMX2,ENSMUSG00000031107,Rbmx2,Q8R0F5
ENSG00000134602,Q9P289,STK26,ENSMUSG00000031112,Stk26,Q99JT2
ENSG00000134871,P08572,COL4A2,ENSMUSG00000031503,Col4a2,P08122
ENSG00000136098,P51956,NEK3,ENSMUSG00000031478,Nek3,Q9R0A5
ENSG00000136100,Q86VN1,VPS36,ENSMUSG00000031479,Vps36,Q91XD6
ENSG00000136114,Q9NS62,THSD1,ENSMUSG00000031480,Thsd1,"['A0A0R4J0U4', 'G3XA27', 'A0A1B0GT60']"
ENSG00000139832,Q9NX57,RAB20,ENSMUSG00000031504,Rab20,P35295
ENSG00000139842,Q13619,CUL4A,ENSMUSG00000031446,Cul4a,Q3TCH7
ENSG00000143851,P35236,PTPN7,ENSMUSG00000031506,Ptpn7,Q8BUM3
ENSG00000145147,O94813,SLIT2,ENSMUSG00000031558,Slit2,Q9R1B9
ENSG00000147044,O14936,CASK,ENSMUSG00000031012,Cask,O70589
ENSG00000147065,P26038,MSN,ENSMUSG00000031207,Msn,P26041
ENSG00000147123,Q9NX14,NDUFB11,ENSMUSG00000031059,Ndufb11,O09111
ENSG00000147130,Q14202,ZMYM3,ENSMUSG00000031310,Zmym3,Q9JLM4
ENSG00000147140,Q15233,NONO,ENSMUSG00000031311,Nono,Q99K48
ENSG00000147144,Q96HB5,CCDC120,ENSMUSG00000031150,Ccdc120,A2AEV7
ENSG00000147155,Q15125,EBP,ENSMUSG00000031168,Ebp,P70245
ENSG00000147160,Q6E213,AWAT2,ENSMUSG00000031220,Awat2,Q6E1M8
ENSG00000147166,Q9UKP3,ITGB1BP2,ENSMUSG00000031312,Itgb1bp2,Q9R000
ENSG00000147168,P31785,IL2RG,ENSMUSG00000031304,Il2rg,P34902
ENSG00000147251,Q5JSL3,DOCK11,ENSMUSG00000031093,Dock11,A2AF47
ENSG00000147255,Q8N6C5,IGSF1,ENSMUSG00000031111,Igsf1,Q7TQA1
ENSG00000147274,P38159,RBMX,ENSMUSG00000031134,Rbmx,Q9WV02
ENSG00000147383,Q15738,NSDHL,ENSMUSG00000031349,Nsdhl,Q9R1J0
ENSG00000147394,O15231,ZNF185,ENSMUSG00000031351,Zfp185,"['B1AXE7', 'A2BI37', 'G5E8W8']"
ENSG00000147400,P41208,CETN2,ENSMUSG00000031347,Cetn2,Q9R1K9
ENSG00000147465,P49675,STAR,ENSMUSG00000031574,Star,P51557
ENSG00000147471,O94903,PLPBP,ENSMUSG00000031485,Plpbp,Q9Z2Y8
ENSG00000147475,O94905,ERLIN2,ENSMUSG00000031483,Erlin2,Q8BFZ9
ENSG00000147535,Q8NEB5,PLPP5,ENSMUSG00000031570,Plpp5,Q3UMZ3
ENSG00000147536,Q9BRT9,GINS4,ENSMUSG00000031546,Gins4,Q99LZ3
ENSG00000148773,P46013,MKI67,ENSMUSG00000031004,Mki67,E9PVX6
ENSG00000148985,Q9UHJ9,PGAP2,ENSMUSG00000030990,Pgap2,Q3TQR0
ENSG00000149716,Q8WV07,LTO1,ENSMUSG00000031072,LTO1,Q8CH62
ENSG00000150625,P51674,GPM6A,ENSMUSG00000031517,Gpm6a,P35802
ENSG00000150630,P49767,VEGFC,ENSMUSG00000031520,Vegfc,P97953
ENSG00000151617,P25101,EDNRA,ENSMUSG00000031616,Ednra,Q61614
ENSG00000151623,P08235,NR3C2,ENSMUSG00000031618,Nr3c2,"['E9Q8M8', 'A3KN90', 'D3Z7F2', 'D3Z7J4', 'D6RIL1', 'D3Z473']"
ENSG00000151718,Q6AWC2,WWC2,ENSMUSG00000031563,Wwc2,Q6NXJ0
ENSG00000151725,Q71F23,CENPU,ENSMUSG00000031629,Cenpu,Q8C4M7
ENSG00000151729,P12235,SLC25A4,ENSMUSG00000031633,Slc25a4,P48962
ENSG00000153531,Q8NDY3,ADPRHL1,ENSMUSG00000031448,Adprhl1,Q8BGK2
ENSG00000154493,Q96M02,C10orf90,ENSMUSG00000030994,D7Ertd443e,D2J0Y4
ENSG00000154556,O94875,SORBS2,ENSMUSG00000031626,Sorbs2,Q3UTJ2
ENSG00000155189,Q9NUQ2,AGPAT5,ENSMUSG00000031467,Agpat5,Q9D1E8
ENSG00000155959,P61758,VBP1,ENSMUSG00000031197,Vbp1,P61759
ENSG00000155961,Q96DA2,RAB39B,ENSMUSG00000031202,Rab39b,Q8BHC1
ENSG00000155966,P51816,AFF2,ENSMUSG00000031189,Aff2,O55112
ENSG00000155975,Q8NEZ2,VPS37A,ENSMUSG00000031600,Vps37a,Q8CHS8
ENSG00000156313,Q92834,RPGR,ENSMUSG00000031174,Rpgr,"['Q3UWJ5', 'A2ADP5', 'Q8CDM3', 'A2ADP2', 'A0A067XG46', 'Q3UTY5']"
ENSG00000156675,Q6WKZ4,RAB11FIP1,ENSMUSG00000031488,Rab11fip1,Q9D620
ENSG00000157110,Q93062,RBPMS,ENSMUSG00000031586,Rbpms,Q9WVB0
ENSG00000157514,Q99576,TSC22D3,ENSMUSG00000031431,Tsc22d3,Q9Z2S7
ENSG00000158290,Q13620,CUL4B,ENSMUSG00000031095,Cul4b,A2A432
ENSG00000158669,Q86UL3,GPAT4,ENSMUSG00000031545,Gpat4,Q8K2C8
ENSG00000160211,P11413,G6PD,ENSMUSG00000031400,G6pdx,Q00612
ENSG00000164105,O75446,SAP30,ENSMUSG00000031609,Sap30,O88574
ENSG00000164120,P15428,HPGD,ENSMUSG00000031613,Hpgd,Q8VCC1
ENSG00000164122,Q8WWX0,ASB5,ENSMUSG00000031519,Asb5,Q9D1A4
ENSG00000164168,Q9NVA4,TMEM184C,ENSMUSG00000031617,Tmem184c,Q3TPR7
ENSG00000164305,P42574,CASP3,ENSMUSG00000031628,Casp3,P70677
ENSG00000164323,Q9P2B7,CFAP97,ENSMUSG00000031631,Cfap97,Q6ZPR1
ENSG00000164741,Q96QB1,DLC1,ENSMUSG00000031523,Dlc1,"['E9PXD2', 'J3QPV2', 'A0A0R4J171', 'E9QKB1']"
ENSG00000165169,P51808,DYNLT3,ENSMUSG00000031176,Dynlt3,P56387
ENSG00000165192,Q8WXH4,ASB11,ENSMUSG00000031382,Asb11,Q9CQ31
ENSG00000165195,P37287,PIGA,ENSMUSG00000031381,Piga,Q64323
ENSG00000165197,O43915,VEGFD,ENSMUSG00000031380,Vegfd,P97946
ENSG00000165349,Q8WY07,SLC7A3,ENSMUSG00000031297,Slc7a3,P70423
ENSG00000165392,Q14191,WRN,ENSMUSG00000031583,Wrn,O09053
ENSG00000165675,Q16206,ENOX2,ENSMUSG00000031109,Enox2,Q8R0Z2
ENSG00000165775,Q9BWH2,FUNDC2,ENSMUSG00000031198,Fundc2,Q9D6K8
ENSG00000166402,P50607,TUB,ENSMUSG00000031028,Tub,P50586
ENSG00000166444,P78524,DENND2B,ENSMUSG00000031024,Dennd2b,Q924W7
ENSG00000166452,Q9NQ31,AKIP1,ENSMUSG00000031023,Akip1,Q9JJR5
ENSG00000166483,P30291,WEE1,ENSMUSG00000031016,Wee1,P47810
ENSG00000006116,O60359,CACNG3,ENSMUSG00000066189,Cacng3,Q9JJV5
ENSG00000021645,Q9Y4C0,NRXN3,ENSMUSG00000066392,Nrxn3,"['Q8C985', 'Q6P9K9']"
ENSG00000021645,Q9HDB5,NRXN3,ENSMUSG00000066392,Nrxn3,"['Q8C985', 'Q6P9K9']"
ENSG00000028116,Q86Y07,VRK2,ENSMUSG00000064090,Vrk2,Q8BN21
ENSG00000050767,Q86Y22,COL23A1,ENSMUSG00000063564,Col23a1,Q8K4G2
ENSG00000071051,O43639,NCK2,ENSMUSG00000066877,Nck2,O55033
ENSG00000072042,Q8TC12,RDH11,ENSMUSG00000066441,Rdh11,Q9QYF1
ENSG00000072121,Q68DK2,ZFYVE26,ENSMUSG00000066440,Zfyve26,Q5DU37
ENSG00000074054,Q7Z460,CLASP1,ENSMUSG00000064302,Clasp1,"['A0A0N4SVH2', 'A0A087WRU7', 'A0A0N4SUT7', 'A0A0A6YWK1', 'A0A0A6YXZ1', 'E9QNY9', 'A0A087WNW8', 'A0A087WP42', 'J3QP81', 'A0A087WRE8', 'A0A087WQ95', 'A0A087WRK0', 'A0A087WQF1', 'A0A087WS18', 'E9Q6L0', 'E9QKH0', 'A0A087WQ31']"
ENSG00000074706,Q8WWN9,IPCEF1,ENSMUSG00000064065,Ipcef1,Q5DU31
ENSG00000076650,Q9BRR8,GPATCH1,ENSMUSG00000063808,Gpatch1,Q9DBM1
ENSG00000095794,Q03060,CREM,ENSMUSG00000063889,Crem,P27699
