hgnc_symbol,human_ensembl_gene_id,mouse_ensembl_gene_id,external_gene_name
FGFR2,ENSG00000066468,ENSMUSG00000030849,Fgfr2
THUMPD1,ENSG00000066654,ENSMUSG00000030942,Thumpd1
ACSM2B,ENSG00000066813,ENSMUSG00000030945,Acsm2
ACSM2A,ENSG00000183747,ENSMUSG00000030945,Acsm2
TNFRSF1A,ENSG00000067182,ENSMUSG00000030341,Tnfrsf1a
MEF2A,ENSG00000068305,ENSMUSG00000030557,Mef2a
CLEC2D,ENSG00000069493,ENSMUSG00000030364,Clec2h
CLEC2D,ENSG00000069493,ENSMUSG00000030365,Clec2i
NUCB2,ENSG00000070081,ENSMUSG00000030659,Nucb2
TEAD2,ENSG00000074219,ENSMUSG00000030796,Tead2
EED,ENSG00000074266,ENSMUSG00000030619,Eed
IL4R,ENSG00000077238,ENSMUSG00000030748,Il4ra
ACER3,ENSG00000078124,ENSMUSG00000030760,Acer3
KIF22,ENSG00000079616,ENSMUSG00000030677,Kif22
SLC27A5,ENSG00000083807,ENSMUSG00000030382,Slc27a5
ZFAND6,ENSG00000086666,ENSMUSG00000030629,Zfand6
NOX4,ENSG00000086991,ENSMUSG00000030562,Nox4
HSD17B14,ENSG00000087076,ENSMUSG00000030825,Hsd17b14
FUS,ENSG00000089280,ENSMUSG00000030795,Fus
NECAP1,ENSG00000089818,ENSMUSG00000030327,Necap1
STRN4,ENSG00000090372,ENSMUSG00000030374,Strn4
ABCC6,ENSG00000091262,ENSMUSG00000030834,Abcc6
MZF1,ENSG00000099326,ENSMUSG00000030380,Mzf1
PSMD8,ENSG00000099341,ENSMUSG00000030591,Psmd8
FBXL19,ENSG00000099364,ENSMUSG00000030811,Fbxl19
STX1B,ENSG00000099365,ENSMUSG00000030806,Stx1b
BCL7C,ENSG00000099385,ENSMUSG00000030814,Bcl7c
CORO1A,ENSG00000102879,ENSMUSG00000030707,Coro1a
GDPD3,ENSG00000102886,ENSMUSG00000030703,Gdpd3
LYRM1,ENSG00000102897,ENSMUSG00000030922,Lyrm1
NOMO3,ENSG00000103226,ENSMUSG00000030835,Nomo1
NOMO1,ENSG00000103512,ENSMUSG00000030835,Nomo1
NOMO2,ENSG00000185164,ENSMUSG00000030835,Nomo1
CRYM,ENSG00000103316,ENSMUSG00000030905,Crym
UBFD1,ENSG00000103353,ENSMUSG00000030870,Ubfd1
EARS2,ENSG00000103356,ENSMUSG00000030871,Ears2
GGA2,ENSG00000103365,ENSMUSG00000030872,Gga2
AQP8,ENSG00000103375,ENSMUSG00000030762,Aqp8
QPRT,ENSG00000103485,ENSMUSG00000030674,Qprt
XYLT1,ENSG00000103489,ENSMUSG00000030657,Xylt1
PYCARD,ENSG00000103490,ENSMUSG00000030793,Pycard
MAZ,ENSG00000103495,ENSMUSG00000030678,Maz
STX4,ENSG00000103496,ENSMUSG00000030805,Stx4a
CDIPT,ENSG00000103502,ENSMUSG00000030682,Cdipt
BCKDK,ENSG00000103507,ENSMUSG00000030802,Bckdk
KAT8,ENSG00000103510,ENSMUSG00000030801,Kat8
IL21R,ENSG00000103522,ENSMUSG00000030745,Il21r
RNF40,ENSG00000103549,ENSMUSG00000030816,Rnf40
TTC23,ENSG00000103852,ENSMUSG00000030555,Ttc23
FAH,ENSG00000103876,ENSMUSG00000030630,Fah
OCA2,ENSG00000104044,ENSMUSG00000030450,Oca2
ENTREP2,ENSG00000104059,ENSMUSG00000030518,Entrep2
TJP1,ENSG00000104067,ENSMUSG00000030516,Tjp1
NUCB1,ENSG00000104805,ENSMUSG00000030824,Nucb1
NFKBIB,ENSG00000104825,ENSMUSG00000030595,Nfkbib
CKM,ENSG00000104879,ENSMUSG00000030399,Ckm
ERCC2,ENSG00000104884,ENSMUSG00000030400,Ercc2
CD37,ENSG00000104894,ENSMUSG00000030798,Cd37
DKKL1,ENSG00000104901,ENSMUSG00000030792,Dkkl1
DMPK,ENSG00000104936,ENSMUSG00000030409,Dmpk
NOVA2,ENSG00000104967,ENSMUSG00000030411,Nova2
POP4,ENSG00000105171,ENSMUSG00000030423,Pop4
URI1,ENSG00000105176,ENSMUSG00000030421,Uri1
PDCD5,ENSG00000105185,ENSMUSG00000030417,Pdcd5
MYH14,ENSG00000105357,ENSMUSG00000030739,Myh14
SIGLEC8,ENSG00000105366,ENSMUSG00000030474,Siglece
SIGLEC9,ENSG00000129450,ENSMUSG00000030474,Siglece
SIGLEC7,ENSG00000168995,ENSMUSG00000030474,Siglece
SIGLEC12,ENSG00000254521,ENSMUSG00000030474,Siglece
SULT2A1,ENSG00000105398,ENSMUSG00000030378,Sult2a8
FGF21,ENSG00000105550,ENSMUSG00000030827,Fgf21
BCAT2,ENSG00000105552,ENSMUSG00000030826,Bcat2
LILRB5,ENSG00000105609,ENSMUSG00000030427,Lilra6
LILRA5,ENSG00000187116,ENSMUSG00000030427,Lilra6
LILRB3,ENSG00000204577,ENSMUSG00000030427,Lilra6
LILRA6,ENSG00000244482,ENSMUSG00000030427,Lilra6
SIPA1L3,ENSG00000105738,ENSMUSG00000030583,Sipa1l3
ATE1,ENSG00000107669,ENSMUSG00000030850,Ate1
LHPP,ENSG00000107902,ENSMUSG00000030946,Lhpp
RPL28,ENSG00000108107,ENSMUSG00000030432,Rpl28
CTSC,ENSG00000109861,ENSMUSG00000030560,Ctsc
HPX,ENSG00000110169,ENSMUSG00000030895,Hpx
RNF141,ENSG00000110315,ENSMUSG00000030788,Rnf141
C11orf58,ENSG00000110696,ENSMUSG00000030663,1110004F10Rik
TSPAN11,ENSG00000110900,ENSMUSG00000030351,Tspan11
RAD51AP1,ENSG00000111247,ENSMUSG00000030346,Rad51ap1
AKAP3,ENSG00000111254,ENSMUSG00000030344,Akap3
SCNN1A,ENSG00000111319,ENSMUSG00000030340,Scnn1a
LTBR,ENSG00000111321,ENSMUSG00000030339,Ltbr
MRPL51,ENSG00000111639,ENSMUSG00000030335,Mrpl51
ING4,ENSG00000111653,ENSMUSG00000030330,Ing4
KLRB1,ENSG00000111796,ENSMUSG00000030325,Klrb1c
KLRB1,ENSG00000111796,ENSMUSG00000030361,Klrb1a
SLC8A2,ENSG00000118160,ENSMUSG00000030376,Slc8a2
CPXM2,ENSG00000121898,ENSMUSG00000030862,Cpxm2
RBBP6,ENSG00000122257,ENSMUSG00000030779,Rbbp6
RAB38,ENSG00000123892,ENSMUSG00000030559,Rab38
MPHOSPH10,ENSG00000124383,ENSMUSG00000030521,Mphosph10
RTN2,ENSG00000125744,ENSMUSG00000030401,Rtn2
VASP,ENSG00000125753,ENSMUSG00000030403,Vasp
LRFN1,ENSG00000128011,ENSMUSG00000030600,Lrfn1
HERC2,ENSG00000128731,ENSMUSG00000030451,Herc2
COPB1,ENSG00000129083,ENSMUSG00000030754,Copb1
PSMA1,ENSG00000129084,ENSMUSG00000030751,Psma1
SERGEF,ENSG00000129158,ENSMUSG00000030839,Sergef
CSRP3,ENSG00000129170,ENSMUSG00000030470,Csrp3
KLK10,ENSG00000129451,ENSMUSG00000030693,Klk10
FAM98C,ENSG00000130244,ENSMUSG00000030590,Fam98c
PAK4,ENSG00000130669,ENSMUSG00000030602,Pak4
SLC7A10,ENSG00000130876,ENSMUSG00000030495,Slc7a10
SNRPA1,ENSG00000131876,ENSMUSG00000030512,Snrpa1
RHPN2,ENSG00000131941,ENSMUSG00000030494,Rhpn2
FAAP24,ENSG00000131944,ENSMUSG00000030493,Faap24
TRIM21,ENSG00000132109,ENSMUSG00000030966,Trim21
ARFIP2,ENSG00000132254,ENSMUSG00000030881,Arfip2
TRIM5,ENSG00000132256,ENSMUSG00000030921,Trim30a
RRP8,ENSG00000132275,ENSMUSG00000030888,Rrp8
LYVE1,ENSG00000133800,ENSMUSG00000030787,Lyve1
TRPM1,ENSG00000134160,ENSMUSG00000030523,Trpm1
MYO7A,ENSG00000137474,ENSMUSG00000030761,Myo7a
FCHSD2,ENSG00000137478,ENSMUSG00000030691,Fchsd2
SLCO2B1,ENSG00000137491,ENSMUSG00000030737,Slco2b1
THAP12,ENSG00000137492,ENSMUSG00000030753,Thap12
CCDC90B,ENSG00000137500,ENSMUSG00000030613,Ccdc90b
SYTL2,ENSG00000137501,ENSMUSG00000030616,Sytl2
RAB30,ENSG00000137502,ENSMUSG00000030643,Rab30
TACC2,ENSG00000138162,ENSMUSG00000030852,Tacc2
VAMP1,ENSG00000139190,ENSMUSG00000030337,Vamp1
CD27,ENSG00000139193,ENSMUSG00000030336,Cd27
PIANP,ENSG00000139200,ENSMUSG00000030329,Pianp
NIPA2,ENSG00000140157,ENSMUSG00000030452,Nipa2
PCSK6,ENSG00000140479,ENSMUSG00000030513,Pcsk6
RHCG,ENSG00000140519,ENSMUSG00000030549,Rhcg
DET1,ENSG00000140543,ENSMUSG00000030610,Det1
MFGE8,ENSG00000140545,ENSMUSG00000030605,Mfge8
UNC45A,ENSG00000140553,ENSMUSG00000030533,Unc45a
FURIN,ENSG00000140564,ENSMUSG00000030530,Furin
IQGAP1,ENSG00000140575,ENSMUSG00000030536,Iqgap1
CRTC3,ENSG00000140577,ENSMUSG00000030527,Crtc3
SH3GL3,ENSG00000140600,ENSMUSG00000030638,Sh3gl3
ITGAX,ENSG00000140678,ENSMUSG00000030789,Itgax
TGFB1I1,ENSG00000140682,ENSMUSG00000030782,Tgfb1i1
RUSF1,ENSG00000140688,ENSMUSG00000030780,Rusf1
UQCRC2,ENSG00000140740,ENSMUSG00000030884,Uqcrc2
CDR2,ENSG00000140743,ENSMUSG00000030878,Cdr2
ARHGAP17,ENSG00000140750,ENSMUSG00000030766,Arhgap17
SIGLEC10,ENSG00000142512,ENSMUSG00000030468,Siglecg
SIGLEC11,ENSG00000161640,ENSMUSG00000030468,Siglecg
RGS10,ENSG00000148908,ENSMUSG00000030844,Rgs10
ADM,ENSG00000148926,ENSMUSG00000030790,Adm
GAS2,ENSG00000148935,ENSMUSG00000030498,Gas2
PAK1,ENSG00000149269,ENSMUSG00000030774,Pak1
RPS3,ENSG00000149273,ENSMUSG00000030744,Rps3
LAMTOR1,ENSG00000149357,ENSMUSG00000030842,Lamtor1
TBX6,ENSG00000149922,ENSMUSG00000030699,Tbx6
PPP4C,ENSG00000149923,ENSMUSG00000030697,Ppp4c
ALDOA,ENSG00000149925,ENSMUSG00000030695,Aldoa
NDUFC2,ENSG00000151366,ENSMUSG00000030647,Ndufc2
ME3,ENSG00000151376,ENSMUSG00000030621,Me3
TIAL1,ENSG00000151923,ENSMUSG00000030846,Tial1
BAG3,ENSG00000151929,ENSMUSG00000030847,Bag3
PDE3B,ENSG00000152270,ENSMUSG00000030671,Pde3b
KCTD15,ENSG00000153885,ENSMUSG00000030499,Kctd15
CERS3,ENSG00000154227,ENSMUSG00000030510,Cers3
DISP1,ENSG00000154309,ENSMUSG00000030768,Disp1
ZKSCAN2,ENSG00000155592,ENSMUSG00000030757,Zkscan2
KDM8,ENSG00000155666,ENSMUSG00000030752,Kdm8
PDZD9,ENSG00000155714,ENSMUSG00000030887,Pdzd9
PSD3,ENSG00000156011,ENSMUSG00000030465,Psd3
PRR14,ENSG00000156858,ENSMUSG00000030822,Prr14
PHKG2,ENSG00000156873,ENSMUSG00000030815,Phkg2
COX6A2,ENSG00000156885,ENSMUSG00000030785,Cox6a2
SMG1,ENSG00000157106,ENSMUSG00000030655,Smg1
MRPL17,ENSG00000158042,ENSMUSG00000030879,Mrpl17
SLC5A11,ENSG00000158865,ENSMUSG00000030769,Slc5a11
LYPD5,ENSG00000159871,ENSMUSG00000030484,Lypd5
ZNF233,ENSG00000159915,ENSMUSG00000030486,Zfp108
TRAT1,ENSG00000163519,ENSMUSG00000030775,Trat1
IFT122,ENSG00000163913,ENSMUSG00000030323,Ift122
RHO,ENSG00000163914,ENSMUSG00000030324,Rho
PGM2L1,ENSG00000165434,ENSMUSG00000030729,Pgm2l1
DDIAS,ENSG00000165490,ENSMUSG00000030641,Ddias
ABRAXAS2,ENSG00000165660,ENSMUSG00000030965,Abraxas2
ILK,ENSG00000166333,ENSMUSG00000030890,Ilk
TPP1,ENSG00000166340,ENSMUSG00000030894,Tpp1
ZNF606,ENSG00000166704,ENSMUSG00000030386,Zfp606
PLIN1,ENSG00000166819,ENSMUSG00000030546,Plin1
PEX11A,ENSG00000166821,ENSMUSG00000030545,Pex11a
MESP1,ENSG00000166823,ENSMUSG00000030544,Mesp1
DCTN5,ENSG00000166847,ENSMUSG00000030868,Dctn5
PLK1,ENSG00000166851,ENSMUSG00000030867,Plk1
CHP2,ENSG00000166869,ENSMUSG00000030865,Chp2
MTMR10,ENSG00000166912,ENSMUSG00000030522,Mtmr10
COQ7,ENSG00000167186,ENSMUSG00000030652,Coq7
TTYH1,ENSG00000167614,ENSMUSG00000030428,Ttyh1
C19orf33,ENSG00000167644,ENSMUSG00000030587,2200002D01Rik
YIF1B,ENSG00000167645,ENSMUSG00000030588,Yif1b
LRRC28,ENSG00000168904,ENSMUSG00000030556,Lrrc28
KLK7,ENSG00000169035,ENSMUSG00000030713,Klk7
NSMCE1,ENSG00000169189,ENSMUSG00000030750,Nsmce1
INO80E,ENSG00000169592,ENSMUSG00000030689,Ino80e
SPNS1,ENSG00000169682,ENSMUSG00000030741,Spns1
ITGAM,ENSG00000169896,ENSMUSG00000030786,Itgam
ARL6IP1,ENSG00000170540,ENSMUSG00000030654,Arl6ip1
TMEM126A,ENSG00000171202,ENSMUSG00000030615,Tmem126a
TMEM126B,ENSG00000171204,ENSMUSG00000030614,Tmem126b
ZIK1,ENSG00000171649,ENSMUSG00000030393,Zik1
RASGRP4,ENSG00000171777,ENSMUSG00000030589,Rasgrp4
SEZ6L2,ENSG00000174938,ENSMUSG00000030683,Sez6l2
KCTD13,ENSG00000174943,ENSMUSG00000030685,Kctd13
VWA3A,ENSG00000175267,ENSMUSG00000030889,Vwa3a
ANKS4B,ENSG00000175311,ENSMUSG00000030909,Anks4b
CHRNA7,ENSG00000175344,ENSMUSG00000030525,Chrna7
LIPT2,ENSG00000175536,ENSMUSG00000030725,Lipt2
MRPL48,ENSG00000175581,ENSMUSG00000030706,Mrpl48
RAB6A,ENSG00000175582,ENSMUSG00000030704,Rab6a
NUPR1,ENSG00000176046,ENSMUSG00000030717,Nupr1
SGF29,ENSG00000176476,ENSMUSG00000030714,Sgf29
NFATC2IP,ENSG00000176953,ENSMUSG00000030722,Nfatc2ip
ZDHHC13,ENSG00000177054,ENSMUSG00000030471,Zdhhc13
CD19,ENSG00000177455,ENSMUSG00000030724,Cd19
RABEP2,ENSG00000177548,ENSMUSG00000030727,Rabep2
SH2B1,ENSG00000178188,ENSMUSG00000030733,Sh2b1
DNHD1,ENSG00000179532,ENSMUSG00000030882,Dnhd1
MYL11,ENSG00000180209,ENSMUSG00000030672,Mylpf
AEN,ENSG00000181026,ENSMUSG00000030609,Aen
MRPS11,ENSG00000181991,ENSMUSG00000030611,Mrps11
CHST15,ENSG00000182022,ENSMUSG00000030930,Chst15
IDH2,ENSG00000182054,ENSMUSG00000030541,Idh2
SYNM,ENSG00000182253,ENSMUSG00000030554,Synm
ASB7,ENSG00000183475,ENSMUSG00000030509,Asb7
PGPEP1L,ENSG00000183571,ENSMUSG00000030553,Pgpep1l
VPS33B,ENSG00000184056,ENSMUSG00000030534,Vps33b
EIF3C,ENSG00000184110,ENSMUSG00000030738,Eif3c
EIF3CL,ENSG00000205609,ENSMUSG00000030738,Eif3c
HDDC3,ENSG00000184508,ENSMUSG00000030532,Hddc3
SEMA4B,ENSG00000185033,ENSMUSG00000030539,Sema4b
CIB1,ENSG00000185043,ENSMUSG00000030538,Cib1
PRMT3,ENSG00000185238,ENSMUSG00000030505,Prmt3
TARS3,ENSG00000185418,ENSMUSG00000030515,Tarsl2
NR2F2,ENSG00000185551,ENSMUSG00000030551,Nr2f2
DMWD,ENSG00000185800,ENSMUSG00000030410,Dmwd
CYP2R1,ENSG00000186104,ENSMUSG00000030670,Cyp2r1
SBK2,ENSG00000187550,ENSMUSG00000030433,Sbk2
DNAJB13,ENSG00000187726,ENSMUSG00000030708,Dnajb13
MESP2,ENSG00000188095,ENSMUSG00000030543,Mesp2
CLN3,ENSG00000188603,ENSMUSG00000030720,Cln3
FAM53B,ENSG00000189319,ENSMUSG00000030956,Fam53b
ACADSB,ENSG00000196177,ENSMUSG00000030861,Acadsb
RYR1,ENSG00000196218,ENSMUSG00000030592,Ryr1
ATP2A1,ENSG00000196296,ENSMUSG00000030730,Atp2a1
ZNF775,ENSG00000196456,ENSMUSG00000030469,Zfp719
ERI2,ENSG00000196678,ENSMUSG00000030929,Eri2
METTL9,ENSG00000197006,ENSMUSG00000030876,Mettl9
BLM,ENSG00000197299,ENSMUSG00000030528,Blm
FAR1,ENSG00000197601,ENSMUSG00000030759,Far1
PARVA,ENSG00000197702,ENSMUSG00000030770,Parva
ZNF780A,ENSG00000197782,ENSMUSG00000030604,Zfp626
TEAD4,ENSG00000197905,ENSMUSG00000030353,Tead4
ZNF583,ENSG00000198440,ENSMUSG00000030443,Zfp583
EEF1AKMT2,ENSG00000203791,ENSMUSG00000030960,Eef1akmt2
LCMT1,ENSG00000205629,ENSMUSG00000030763,Lcmt1
SYT3,ENSG00000213023,ENSMUSG00000030731,Syt3
LAT,ENSG00000213658,ENSMUSG00000030742,Lat
PPME1,ENSG00000214517,ENSMUSG00000030718,Ppme1
STARD10,ENSG00000214530,ENSMUSG00000030688,Stard10
TMEM238,ENSG00000233493,ENSMUSG00000030431,Tmem238
MRPL46,ENSG00000259494,ENSMUSG00000030612,Mrpl46
FBXO17,ENSG00000269190,ENSMUSG00000030598,Fbxo17
CYFIP1,ENSG00000273749,ENSMUSG00000030447,Cyfip1
PAGR1,ENSG00000280789,ENSMUSG00000030680,Pagr1a
SLC7A2,ENSG00000003989,ENSMUSG00000031596,Slc7a2
HCCS,ENSG00000004961,ENSMUSG00000031352,Hccs
MSL3,ENSG00000005302,ENSMUSG00000031358,Msl3
CDKL5,ENSG00000008086,ENSMUSG00000031292,Cdkl5
BTK,ENSG00000010671,ENSMUSG00000031264,Btk
GABRA3,ENSG00000011677,ENSMUSG00000031343,Gabra3
PRICKLE3,ENSG00000012211,ENSMUSG00000031145,Prickle3
WAS,ENSG00000015285,ENSMUSG00000031165,Was
ZRANB1,ENSG00000019995,ENSMUSG00000030967,Zranb1
ADGRA2,ENSG00000020181,ENSMUSG00000031486,Adgra2
ANK1,ENSG00000029534,ENSMUSG00000031543,Ank1
MYOM2,ENSG00000036448,ENSMUSG00000031461,Myom2
OTC,ENSG00000036473,ENSMUSG00000031173,Otc
AGA,ENSG00000038002,ENSMUSG00000031521,Aga
PHKA2,ENSG00000044446,ENSMUSG00000031295,Phka2
GPM6B,ENSG00000046653,ENSMUSG00000031342,Gpm6b
CTPS2,ENSG00000047230,ENSMUSG00000031360,Ctps2
ARHGAP6,ENSG00000047648,ENSMUSG00000031355,Arhgap6
MSMO1,ENSG00000052802,ENSMUSG00000031604,Msmo1
F7,ENSG00000057593,ENSMUSG00000031443,F7
ATP2B3,ENSG00000067842,ENSMUSG00000031376,Atp2b3
OTUD5,ENSG00000068308,ENSMUSG00000031154,Otud5
ACSL4,ENSG00000068366,ENSMUSG00000031278,Acsl4
GPKOW,ENSG00000068394,ENSMUSG00000031148,Gpkow
GRIPAP1,ENSG00000068400,ENSMUSG00000031153,Gripap1
FTSJ1,ENSG00000068438,ENSMUSG00000031171,Ftsj1
ATP11A,ENSG00000068650,ENSMUSG00000031441,Atp11a
POLB,ENSG00000070501,ENSMUSG00000031536,Polb
AP3M2,ENSG00000070718,ENSMUSG00000031539,Ap3m2
FAM3A,ENSG00000071889,ENSMUSG00000031399,Fam3a
GPC4,ENSG00000076716,ENSMUSG00000031119,Gpc4
PAK3,ENSG00000077264,ENSMUSG00000031284,Pak3
DCX,ENSG00000077279,ENSMUSG00000031285,Dcx
FGFR1,ENSG00000077782,ENSMUSG00000031565,Fgfr1
ITM2A,ENSG00000078596,ENSMUSG00000031239,Itm2a
PCM1,ENSG00000078674,ENSMUSG00000031592,Pcm1
OPHN1,ENSG00000079482,ENSMUSG00000031214,Ophn1
KAT6A,ENSG00000083168,ENSMUSG00000031540,Kat6a
ATRX,ENSG00000085224,ENSMUSG00000031229,Atrx
CTTN,ENSG00000085733,ENSMUSG00000031078,Cttn
PIR,ENSG00000087842,ENSMUSG00000031379,Pir
ANKRD10,ENSG00000088448,ENSMUSG00000031508,Ankrd10
IGBP1,ENSG00000089289,ENSMUSG00000031221,Igbp1
IGBP1C,ENSG00000266826,ENSMUSG00000031221,Igbp1
HEPH,ENSG00000089472,ENSMUSG00000031209,Heph
RBM41,ENSG00000089682,ENSMUSG00000031433,Rbm41
ARHGAP4,ENSG00000089820,ENSMUSG00000031389,Arhgap4
DHX32,ENSG00000089876,ENSMUSG00000030986,Dhx32
CD209,ENSG00000090659,ENSMUSG00000031494,Cd209a
CD209,ENSG00000090659,ENSMUSG00000031495,Cd209d
EFNB1,ENSG00000090776,ENSMUSG00000031217,Efnb1
ANGPT2,ENSG00000091879,ENSMUSG00000031465,Angpt2
HDAC6,ENSG00000094631,ENSMUSG00000031161,Hdac6
CSTF2,ENSG00000101811,ENSMUSG00000031256,Cstf2
PSMD10,ENSG00000101843,ENSMUSG00000031429,Psmd10
CHRDL1,ENSG00000101938,ENSMUSG00000031283,Chrdl1
WDR13,ENSG00000101940,ENSMUSG00000031166,Wdr13
F9,ENSG00000101981,ENSMUSG00000031138,F9
ABCD1,ENSG00000101986,ENSMUSG00000031378,Abcd1
CCDC22,ENSG00000101997,ENSMUSG00000031143,Ccdc22
CACNA1F,ENSG00000102001,ENSMUSG00000031142,Cacna1f
SYP,ENSG00000102003,ENSMUSG00000031144,Syp
PLP2,ENSG00000102007,ENSMUSG00000031146,Plp2
BMX,ENSG00000102010,ENSMUSG00000031377,Bmx
NAA10,ENSG00000102030,ENSMUSG00000031388,Naa10
RENBP,ENSG00000102032,ENSMUSG00000031387,Renbp
ELF4,ENSG00000102034,ENSMUSG00000031103,Elf4
SMARCA1,ENSG00000102038,ENSMUSG00000031099,Smarca1
RBBP7,ENSG00000102054,ENSMUSG00000031353,Rbbp7
SLC25A14,ENSG00000102078,ENSMUSG00000031105,Slc25a14
PIM2,ENSG00000102096,ENSMUSG00000031155,Pim2
SLC35A2,ENSG00000102100,ENSMUSG00000031156,Slc35a2
PQBP1,ENSG00000102103,ENSMUSG00000031157,Pqbp1
GATA1,ENSG00000102145,ENSMUSG00000031162,Gata1
MAGT1,ENSG00000102158,ENSMUSG00000031232,Magt1
CDK16,ENSG00000102225,ENSMUSG00000031065,Cdk16
USP11,ENSG00000102226,ENSMUSG00000031066,Usp11
CD40LG,ENSG00000102245,ENSMUSG00000031132,Cd40lg
GABRE,ENSG00000102287,ENSMUSG00000031340,Gabre
PORCN,ENSG00000102312,ENSMUSG00000031169,Porcn
RBM3,ENSG00000102317,ENSMUSG00000031167,Rbm3
SRPX2,ENSG00000102359,ENSMUSG00000031253,Srpx2
SYTL4,ENSG00000102362,ENSMUSG00000031255,Sytl4
CENPI,ENSG00000102384,ENSMUSG00000031262,Cenpi
PBDC1,ENSG00000102390,ENSMUSG00000031226,Pbdc1
GLA,ENSG00000102393,ENSMUSG00000031266,Gla
TNFSF13B,ENSG00000102524,ENSMUSG00000031497,Tnfsf13b
ARHGEF7,ENSG00000102606,ENSMUSG00000031511,Arhgef7
MRPS31,ENSG00000102738,ENSMUSG00000031533,Mrps31
SLC25A15,ENSG00000102743,ENSMUSG00000031482,Slc25a15
VPS35L,ENSG00000103544,ENSMUSG00000030982,Vps35l
KNOP1,ENSG00000103550,ENSMUSG00000030980,Knop1
PDGFRL,ENSG00000104213,ENSMUSG00000031595,Pdgfrl
BRF2,ENSG00000104221,ENSMUSG00000031487,Brf2
SFRP1,ENSG00000104332,ENSMUSG00000031548,Sfrp1
IKBKB,ENSG00000104365,ENSMUSG00000031537,Ikbkb
PLAT,ENSG00000104368,ENSMUSG00000031538,Plat
ERI1,ENSG00000104626,ENSMUSG00000031527,Eri1
LEPROTL1,ENSG00000104660,ENSMUSG00000031513,Leprotl1
DCTN6,ENSG00000104671,ENSMUSG00000031516,Dctn6
GSR,ENSG00000104687,ENSMUSG00000031584,Gsr
FGL1,ENSG00000104760,ENSMUSG00000031594,Fgl1
ASAH1,ENSG00000104763,ENSMUSG00000031591,Asah1
BCCIP,ENSG00000107949,ENSMUSG00000030983,Bccip
GLRX3,ENSG00000108010,ENSMUSG00000031068,Glrx3
KLHL2,ENSG00000109466,ENSMUSG00000031605,Klhl2
GALNT7,ENSG00000109586,ENSMUSG00000031608,Galnt7
UFSP2,ENSG00000109775,ENSMUSG00000031634,Ufsp2
DUSP4,ENSG00000120875,ENSMUSG00000031530,Dusp4
SASH3,ENSG00000122122,ENSMUSG00000031101,Sash3
TAF1L,ENSG00000122728,ENSMUSG00000031314,Taf1
TAF1,ENSG00000147133,ENSMUSG00000031314,Taf1
IL13RA2,ENSG00000123496,ENSMUSG00000031289,Il13ra2
PLP1,ENSG00000123560,ENSMUSG00000031425,Plp1
SERPINA7,ENSG00000123561,ENSMUSG00000031271,Serpina7
MORF4L2,ENSG00000123562,ENSMUSG00000031422,Morf4l2
USP9X,ENSG00000124486,ENSMUSG00000031010,Usp9x
GRPR,ENSG00000126010,ENSMUSG00000031364,Grpr
MCF2L,ENSG00000126217,ENSMUSG00000031442,Mcf2l
F10,ENSG00000126218,ENSMUSG00000031444,F10
PROZ,ENSG00000126231,ENSMUSG00000031445,Proz
TIMM17B,ENSG00000126768,ENSMUSG00000031158,Timm17b
SIN3B,ENSG00000127511,ENSMUSG00000031622,Sin3b
DCTD,ENSG00000129187,ENSMUSG00000031562,Dctd
ARHGEF6,ENSG00000129675,ENSMUSG00000031133,Arhgef6
FGF13,ENSG00000129682,ENSMUSG00000031137,Fgf13
ASH2L,ENSG00000129691,ENSMUSG00000031575,Ash2l
TTI2,ENSG00000129696,ENSMUSG00000031577,Tti2
ART1,ENSG00000129744,ENSMUSG00000030996,Art1
STARD8,ENSG00000130052,ENSMUSG00000031216,Stard8
LRCH2,ENSG00000130224,ENSMUSG00000031290,Lrch2
TNNI2,ENSG00000130598,ENSMUSG00000031097,Tnni2
DKC1,ENSG00000130826,ENSMUSG00000031403,Dkc1
PLXNA3,ENSG00000130827,ENSMUSG00000031398,Plxna3
DUSP9,ENSG00000130829,ENSMUSG00000031383,Dusp9
MPP1,ENSG00000130830,ENSMUSG00000031402,Mpp1
SH3BGRL,ENSG00000131171,ENSMUSG00000031246,Sh3bgrl
COX7B,ENSG00000131174,ENSMUSG00000031231,Cox7b
CDX4,ENSG00000131264,ENSMUSG00000031326,Cdx4
ABCB7,ENSG00000131269,ENSMUSG00000031333,Abcb7
ANO1,ENSG00000131620,ENSMUSG00000031075,Ano1
PDHA1,ENSG00000131828,ENSMUSG00000031299,Pdha1
MORC4,ENSG00000133131,ENSMUSG00000031434,Morc4
RNF128,ENSG00000133135,ENSMUSG00000031438,Rnf128
SWAP70,ENSG00000133789,ENSMUSG00000031015,Swap70
SARAF,ENSG00000133872,ENSMUSG00000031532,Saraf
RAB33A,ENSG00000134594,ENSMUSG00000031104,Rab33a
RBMX2,ENSG00000134597,ENSMUSG00000031107,Rbmx2
STK26,ENSG00000134602,ENSMUSG00000031112,Stk26
COL4A2,ENSG00000134871,ENSMUSG00000031503,Col4a2
NEK3,ENSG00000136098,ENSMUSG00000031478,Nek3
VPS36,ENSG00000136100,ENSMUSG00000031479,Vps36
THSD1,ENSG00000136114,ENSMUSG00000031480,Thsd1
RAB20,ENSG00000139832,ENSMUSG00000031504,Rab20
CUL4A,ENSG00000139842,ENSMUSG00000031446,Cul4a
